customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
0378-TOVMS,female,0,no,no,3,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,electronic check,85.8,272.2,1
8035-BUYVG,male,0,yes,no,40,no,no phone service,dsl,yes,yes,yes,no,no,no,one year,yes,electronic check,42.35,1716.45,1
9965-YOKZB,male,1,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,83.85,790.15,1
6194-HBGQN,male,0,no,no,51,yes,yes,dsl,yes,yes,yes,yes,yes,no,one year,yes,credit card (automatic),81.15,4126.2,0
2226-ICFDO,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),85.9,6110.75,0
1085-LDWAM,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.35,1442.65,0
5178-LMXOP,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,95.1,1
1575-KRZZE,female,0,no,no,4,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,55.2,220.65,0
3154-HMWUU,male,0,yes,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.5,1198.8,0
1612-EOHDH,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.15,45.15,1
3688-FTHLT,female,0,no,no,16,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),63.05,1067.05,0
1322-AGOQM,male,0,no,no,46,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),30.3,1380.1,1
8782-LKFPK,male,0,no,no,44,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,mailed check,90.4,4063.0,0
1251-KRREG,male,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,54.4,114.1,1
0301-KOBTQ,male,0,no,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.05,614.45,0
9885-MFVSU,female,0,yes,yes,35,no,no phone service,dsl,yes,no,no,yes,yes,no,two year,yes,credit card (automatic),46.35,1662.05,0
8200-KLNYW,female,0,yes,no,21,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed check,80.9,1714.95,0
2920-RNCEZ,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),69.95,69.95,0
3900-AQPHZ,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,19.9,1
8220-OCUFY,female,0,no,no,21,yes,no,dsl,yes,no,yes,yes,no,no,one year,yes,electronic check,60.25,1258.35,0
9058-CBREO,female,1,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,50.55,50.55,1
0823-HSCDJ,male,1,no,no,52,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,49.15,2550.9,1
0959-WHOKV,male,0,no,no,42,yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic check,99.0,4298.45,0
9391-EOYLI,male,1,yes,no,12,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.45,950.2,1
0369-ZGOVK,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer (automatic),70.4,1992.2,0
2955-BJZHG,male,0,yes,yes,17,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,80.85,1400.85,1
1839-UMACK,male,0,no,no,42,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,25.05,949.85,0
0616-ATFGB,male,1,yes,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,25.05,25.05,1
2380-DAMQP,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,electronic check,115.15,8349.7,0
1385-TQOZW,female,0,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.45,147.55,0
5546-BYZSM,female,0,no,no,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.45,775.6,0
9944-AEXBM,male,0,no,no,32,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),85.65,2664.3,0
8456-QDAVC,male,0,no,no,19,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),78.7,1495.1,0
3795-CAWEX,male,0,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),116.55,8152.3,0
6173-ITPWD,male,0,yes,no,47,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),83.35,4065.0,1
1360-RCYRT,male,0,yes,yes,23,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),30.35,678.75,0
7673-BQGKU,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.15,1337.5,0
8620-RJPZN,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.7,20.7,0
6654-QGBZZ,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,19.9,0
1143-NMNQJ,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.7,169.8,1
8083-YTZES,male,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,265.35,1
1866-OBPNR,male,0,yes,yes,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),74.6,74.6,0
0442-TDYUO,male,0,yes,no,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.05,1036.0,0
9158-VCTQB,female,0,yes,no,41,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),113.6,4594.95,1
2408-WITXK,female,1,no,no,10,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,34.7,329.8,1
9139-WQQDY,female,0,yes,yes,49,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,mailed check,100.45,4941.8,1
5650-YLIBA,male,0,no,no,31,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,81.15,2640.55,0
0311-QYWSS,female,0,no,no,6,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.45,314.6,0
5495-GPSRW,male,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.7,419.4,0
6583-SZVGP,male,0,no,no,48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),108.1,5067.45,0
7493-TPUWZ,male,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.15,79.15,1
1784-EZDKJ,male,0,yes,no,51,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),106.8,5498.8,0
8883-ANODQ,female,0,yes,yes,68,yes,yes,fiber optic,no,yes,yes,no,no,no,two year,yes,credit card (automatic),84.4,5746.75,0
8782-NUUOL,male,0,no,no,60,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed check,79.0,4801.1,0
7253-UVNDW,female,0,no,no,46,yes,no,dsl,no,no,yes,yes,no,no,two year,no,credit card (automatic),54.35,2460.15,1
7067-KSAZT,female,1,yes,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.25,6979.8,1
1304-NECVQ,female,1,no,no,2,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,78.55,149.55,1
9526-JAWYF,male,0,no,no,26,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,no,electronic check,89.8,2335.3,1
9741-YLNTD,male,0,no,no,6,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),87.95,522.35,0
3217-FZDMN,female,1,no,no,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),94.45,742.95,1
0082-LDZUE,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.3,44.3,0
9227-YBAXE,female,0,yes,yes,65,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),82.5,5215.1,0
0742-MOABM,male,0,yes,no,4,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,50.05,179.35,1
9798-DRYDS,female,0,yes,yes,17,yes,yes,dsl,no,no,yes,yes,no,no,one year,yes,mailed check,61.95,1070.7,0
5649-ANRML,male,1,no,no,2,yes,no,fiber optic,no,yes,yes,yes,no,yes,month-to-month,yes,credit card (automatic),95.1,180.25,1
6937-GCDGQ,male,0,yes,yes,19,yes,no,dsl,yes,no,no,no,no,no,one year,yes,bank transfer (automatic),48.95,955.6,0
3030-YDNRM,male,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.85,572.45,0
8164-OCKUJ,female,0,yes,yes,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.6,1286.0,0
3850-OKINF,male,0,yes,yes,71,yes,yes,dsl,yes,no,no,no,yes,no,one year,yes,electronic check,66.2,4692.55,0
8595-SIZNC,female,1,yes,no,22,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),25.6,548.8,0
3009-JWMPU,male,0,no,no,62,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,96.75,6125.4,1
6746-WAUWT,male,0,no,no,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),19.7,386.5,0
6388-TABGU,male,0,no,yes,62,yes,no,dsl,yes,yes,no,no,no,no,one year,no,bank transfer (automatic),56.15,3487.95,0
8466-PZBLH,male,0,yes,yes,67,yes,yes,fiber optic,yes,no,no,yes,yes,yes,two year,no,bank transfer (automatic),104.6,6885.75,0
3173-WSSUE,female,0,yes,yes,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.7,1415.85,0
5174-RNGBH,female,0,no,no,9,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,no,mailed check,66.25,620.55,1
4111-BNXIF,female,0,yes,yes,67,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic check,59.55,4103.9,0
3096-JRDSO,female,1,yes,no,27,yes,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),104.3,2867.75,1
8606-OEGQZ,female,0,no,yes,18,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.3,454.65,0
6257-DTAYD,male,0,yes,no,71,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,credit card (automatic),104.15,7365.3,0
3766-EJLFL,female,0,yes,yes,68,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.05,7508.55,0
6898-MDLZW,male,0,no,no,12,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,53.75,648.65,0
7074-IEVOJ,female,1,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.4,205.05,1
3296-SILRA,female,1,yes,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,76.4,76.4,1
9565-AXSMR,male,0,yes,yes,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.2,1054.75,0
5385-SUIRI,male,1,yes,no,52,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,104.2,5568.35,1
5429-LWCMV,female,0,no,no,12,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.15,1057.55,0
2894-QOJRX,female,0,yes,no,25,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),34.0,853.0,1
4079-ULGFR,male,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.0,275.7,0
8873-TMKGR,male,0,no,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.1,529.5,0
0902-XKXPN,male,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.2,1376.5,0
4822-YCXMX,male,0,no,no,25,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.8,2043.45,1
1987-AUELQ,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.05,1873.7,0
7295-JOMMD,female,0,no,yes,4,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),98.1,396.3,1
6859-QNXIQ,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),113.1,8248.5,0
1179-INLAT,male,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.45,69.25,0
5022-JNQEQ,female,0,yes,yes,9,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,75.85,647.5,0
3926-YZVVX,female,0,no,no,41,yes,no,dsl,no,no,no,yes,no,no,one year,no,bank transfer (automatic),50.05,2029.05,0
6060-DRTNL,female,1,no,no,5,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,mailed check,84.85,415.55,1
8844-TONUD,male,0,yes,yes,13,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,mailed check,96.65,1162.85,1
1156-ZFYDO,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.75,19.75,0
7434-SHXLS,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.9,20.9,1
3859-CVCET,female,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.65,191.05,1
8735-NBLWT,male,0,no,yes,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.4,184.1,0
8984-EYLLL,male,0,yes,no,64,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic check,105.25,6823.4,0
1746-TGTWV,male,0,yes,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),75.35,75.35,0
6988-CJEYV,male,0,no,no,49,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,98.7,4920.55,0
2790-XUYMV,male,0,no,yes,71,yes,yes,fiber optic,yes,yes,no,no,no,no,one year,yes,credit card (automatic),85.45,6028.95,0
9272-LSVYH,male,0,no,no,10,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.15,735.5,0
5549-ZGHFB,male,0,yes,yes,50,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.95,1261.45,0
4933-IKULF,female,1,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.65,330.6,0
8510-AWCXC,female,1,no,no,13,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,100.8,1308.1,1
8380-MQINP,female,0,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.3,1079.05,0
9451-WLYRI,female,0,yes,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.05,990.45,0
5419-CONWX,female,1,no,no,4,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.8,442.85,1
9447-YPTBX,female,0,yes,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.85,943.1,0
3162-KKZXO,female,1,no,no,55,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,100.15,5409.75,0
6507-DTJZV,male,0,no,yes,13,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),66.4,831.75,0
1576-PFZIW,male,1,yes,no,70,yes,no,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),105.35,7511.9,0
6285-FTQBF,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.55,1867.7,0
9992-UJOEL,male,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,50.3,92.75,0
2856-NNASM,male,1,no,no,43,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,89.55,3856.75,1
8393-JMVMB,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.45,19.45,0
1121-QSIVB,female,0,no,yes,44,yes,yes,dsl,no,yes,no,no,yes,yes,one year,yes,mailed check,77.55,3471.1,0
6711-VTNRE,female,0,no,no,36,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,87.55,3078.1,1
9220-ZNKJI,female,1,yes,no,55,yes,no,fiber optic,no,no,yes,yes,yes,no,two year,no,credit card (automatic),88.8,4805.3,0
1555-HAPSU,female,0,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),23.9,1663.5,0
1460-UZPRJ,male,0,yes,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.95,1258.15,0
7471-MQPOS,male,1,yes,yes,71,yes,yes,dsl,no,yes,yes,yes,no,yes,one year,yes,bank transfer (automatic),72.9,5139.65,0
0559-CKHUS,female,0,yes,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.55,521.8,0
9626-VFRGG,female,0,no,yes,41,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),88.5,3645.05,0
5294-IMHHT,male,0,yes,no,53,yes,yes,fiber optic,no,yes,no,yes,no,yes,one year,no,bank transfer (automatic),97.75,5043.2,0
4902-OHLSK,female,1,no,no,29,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,electronic check,98.65,2862.75,1
0345-HKJVM,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.3,577.6,1
6582-PLFUU,male,0,yes,yes,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.55,1086.75,0
9359-JANWS,female,0,yes,no,65,yes,no,dsl,yes,no,yes,yes,no,no,two year,no,credit card (automatic),58.9,3857.1,0
